serial,year,year_n,month,day,decade,team,status,home_score,away_score,home_result,away_result,total_goals,result,tournament,country,home_group,away_group,home_random,away_random,team_txt,random,result_desc,home_team,home_team_txt,away_team,away_team_txt,size,team_a,team_a_txt,team_b,team_b_txt,result_desc_a,result_desc_b,score_a,score_b,result_a,result_b,random_a,random_b
1766,1986,6,2,20,9,Iran,home_team,2,0,2,-2,2,2,Friendly,Iran,1,0,0.57612,0.48703,Iran,0.57612,winner,Iran,Iran,Ghana,Ghana,2,Iran,Iran,Ghana,Ghana,winner,loser,2,0,2,-2,0.57612,0.48703
1766,1986,6,2,20,9,Ghana,away_team,2,0,2,-2,2,-2,Friendly,Iran,1,0,0.57612,0.48703,Ghana,0.48703,loser,Iran,Iran,Ghana,Ghana,2,Ghana,Ghana,Iran,Iran,loser,winner,0,2,-2,2,0.57612,0.48703
1767,1986,6,2,25,9,Saudi Arabia,home_team,1,2,-1,1,3,-1,Friendly,Saudi Arabia,1,0,0.39901,0.65176,Saudi_Arabia,0.39901,loser,Saudi Arabia,Saudi_Arabia,Wales,Wales,1,Saudi Arabia,Saudi_Arabia,Wales,Wales,loser,winner,1,2,-1,1,0.39901,0.65176
1767,1986,6,2,25,9,Wales,away_team,1,2,-1,1,3,1,Friendly,Saudi Arabia,1,0,0.39901,0.65176,Wales,0.65176,winner,Saudi Arabia,Saudi_Arabia,Wales,Wales,1,Wales,Wales,Saudi Arabia,Saudi_Arabia,winner,loser,2,1,1,-1,0.39901,0.65176
1768,1986,6,2,26,9,Tunisia,home_team,1,1,0,0,2,0,Friendly,Tunisia,1,1,0.60505,0.97638,Tunisia,0.60505,draw,Tunisia,Tunisia,Cameroon,Cameroon,0,Tunisia,Tunisia,Cameroon,Cameroon,draw,draw,1,1,0,0,0.60505,0.97638
1768,1986,6,2,26,9,Cameroon,away_team,1,1,0,0,2,0,Friendly,Tunisia,1,1,0.60505,0.97638,Cameroon,0.97638,draw,Tunisia,Tunisia,Cameroon,Cameroon,0,Cameroon,Cameroon,Tunisia,Tunisia,draw,draw,1,1,0,0,0.60505,0.97638
1769,1986,6,3,6,9,Mexico,home_team,1,1,0,0,2,0,Friendly,United States,1,1,0.057,0.8965,Mexico,0.057,draw,Mexico,Mexico,Denmark,Denmark,0,Mexico,Mexico,Denmark,Denmark,draw,draw,1,1,0,0,0.057,0.8965
1769,1986,6,3,6,9,Denmark,away_team,1,1,0,0,2,0,Friendly,United States,1,1,0.057,0.8965,Denmark,0.8965,draw,Mexico,Mexico,Denmark,Denmark,0,Denmark,Denmark,Mexico,Mexico,draw,draw,1,1,0,0,0.057,0.8965
1770,1986,6,3,11,9,Cameroon,home_team,1,1,0,0,2,0,African Cup of Nations,Egypt,1,0,0.17082,0.66054,Cameroon,0.17082,draw,Cameroon,Cameroon,Morocco,Morocco,0,Cameroon,Cameroon,Morocco,Morocco,draw,draw,1,1,0,0,0.17082,0.66054
1770,1986,6,3,11,9,Morocco,away_team,1,1,0,0,2,0,African Cup of Nations,Egypt,1,0,0.17082,0.66054,Morocco,0.66054,draw,Cameroon,Cameroon,Morocco,Morocco,0,Morocco,Morocco,Cameroon,Cameroon,draw,draw,1,1,0,0,0.17082,0.66054
1771,1986,6,3,12,9,Germany,home_team,2,0,2,-2,2,2,Friendly,Germany,1,0,0.62803,0.5441,Germany,0.62803,winner,Germany,Germany,Brazil,Brazil,2,Germany,Germany,Brazil,Brazil,winner,loser,2,0,2,-2,0.62803,0.5441
1771,1986,6,3,12,9,Brazil,away_team,2,0,2,-2,2,-2,Friendly,Germany,1,0,0.62803,0.5441,Brazil,0.5441,loser,Germany,Germany,Brazil,Brazil,2,Brazil,Brazil,Germany,Germany,loser,winner,0,2,-2,2,0.62803,0.5441
1772,1986,6,3,26,9,France,home_team,2,0,2,-2,2,2,Friendly,France,0,1,0.68141,0.82232,France,0.68141,winner,France,France,Argentina,Argentina,2,France,France,Argentina,Argentina,winner,loser,2,0,2,-2,0.68141,0.82232
1772,1986,6,3,26,9,Argentina,away_team,2,0,2,-2,2,-2,Friendly,France,0,1,0.68141,0.82232,Argentina,0.82232,loser,France,France,Argentina,Argentina,2,Argentina,Argentina,France,France,loser,winner,0,2,-2,2,0.68141,0.82232
1773,1986,6,3,26,9,Spain,home_team,3,0,3,-3,3,3,Friendly,Spain,1,0,0.54079,0.73313,Spain,0.54079,winner,Spain,Spain,Poland,Poland,3,Spain,Spain,Poland,Poland,winner,loser,3,0,3,-3,0.54079,0.73313
1773,1986,6,3,26,9,Poland,away_team,3,0,3,-3,3,-3,Friendly,Spain,1,0,0.54079,0.73313,Poland,0.73313,loser,Spain,Spain,Poland,Poland,3,Poland,Poland,Spain,Spain,loser,winner,0,3,-3,3,0.54079,0.73313
1774,1986,6,4,5,9,Qatar,home_team,0,2,-2,2,2,-2,Gulf Cup,Bahrain,0,1,0.62979,0.83628,Qatar,0.62979,loser,Qatar,Qatar,Saudi Arabia,Saudi_Arabia,2,Qatar,Qatar,Saudi Arabia,Saudi_Arabia,loser,winner,0,2,-2,2,0.62979,0.83628
1774,1986,6,4,5,9,Saudi Arabia,away_team,0,2,-2,2,2,2,Gulf Cup,Bahrain,0,1,0.62979,0.83628,Saudi_Arabia,0.83628,winner,Qatar,Qatar,Saudi Arabia,Saudi_Arabia,2,Saudi Arabia,Saudi_Arabia,Qatar,Qatar,winner,loser,2,0,2,-2,0.62979,0.83628
1775,1986,6,4,9,9,Switzerland,home_team,0,1,-1,1,1,-1,Friendly,Switzerland,0,1,0.12511,0.19504,Switzerland,0.12511,loser,Switzerland,Switzerland,Germany,Germany,1,Switzerland,Switzerland,Germany,Germany,loser,winner,0,1,-1,1,0.12511,0.19504
1775,1986,6,4,9,9,Germany,away_team,0,1,-1,1,1,1,Friendly,Switzerland,0,1,0.12511,0.19504,Germany,0.19504,winner,Switzerland,Switzerland,Germany,Germany,1,Germany,Germany,Switzerland,Switzerland,winner,loser,1,0,1,-1,0.12511,0.19504
1776,1986,6,4,13,9,Mexico,home_team,1,0,1,-1,1,1,Friendly,United States,1,1,0.2589,0.38968,Mexico,0.2589,winner,Mexico,Mexico,Uruguay,Uruguay,1,Mexico,Mexico,Uruguay,Uruguay,winner,loser,1,0,1,-1,0.2589,0.38968
1776,1986,6,4,13,9,Uruguay,away_team,1,0,1,-1,1,-1,Friendly,United States,1,1,0.2589,0.38968,Uruguay,0.38968,loser,Mexico,Mexico,Uruguay,Uruguay,1,Uruguay,Uruguay,Mexico,Mexico,loser,winner,0,1,-1,1,0.2589,0.38968
1777,1986,6,4,21,9,Wales,home_team,0,0,0,0,0,0,Friendly,Wales,0,1,0.39247,0.41351,Wales,0.39247,draw,Wales,Wales,Uruguay,Uruguay,0,Wales,Wales,Uruguay,Uruguay,draw,draw,0,0,0,0,0.39247,0.41351
1777,1986,6,4,21,9,Uruguay,away_team,0,0,0,0,0,0,Friendly,Wales,0,1,0.39247,0.41351,Uruguay,0.41351,draw,Wales,Wales,Uruguay,Uruguay,0,Uruguay,Uruguay,Wales,Wales,draw,draw,0,0,0,0,0.39247,0.41351
1778,1986,6,4,27,9,Mexico,home_team,3,0,3,-3,3,3,Friendly,Mexico,1,0,0.82612,0.09088,Mexico,0.82612,winner,Mexico,Mexico,Canada,Canada,3,Mexico,Mexico,Canada,Canada,winner,loser,3,0,3,-3,0.82612,0.09088
1778,1986,6,4,27,9,Canada,away_team,3,0,3,-3,3,-3,Friendly,Mexico,1,0,0.82612,0.09088,Canada,0.09088,loser,Mexico,Mexico,Canada,Canada,3,Canada,Canada,Mexico,Mexico,loser,winner,0,3,-3,3,0.82612,0.09088
1779,1986,6,5,10,9,Canada,home_team,2,0,2,-2,2,2,Friendly,Canada,0,0,0.0742,0.73186,Canada,0.0742,winner,Canada,Canada,Wales,Wales,2,Canada,Canada,Wales,Wales,winner,loser,2,0,2,-2,0.0742,0.73186
1779,1986,6,5,10,9,Wales,away_team,2,0,2,-2,2,-2,Friendly,Canada,0,0,0.0742,0.73186,Wales,0.73186,loser,Canada,Canada,Wales,Wales,2,Wales,Wales,Canada,Canada,loser,winner,0,2,-2,2,0.0742,0.73186
1780,1986,6,5,14,9,Germany,home_team,3,1,2,-2,4,2,Friendly,Germany,1,1,0.44302,0.48214,Germany,0.44302,winner,Germany,Germany,Netherlands,Netherlands,2,Germany,Germany,Netherlands,Netherlands,winner,loser,3,1,2,-2,0.44302,0.48214
1780,1986,6,5,14,9,Netherlands,away_team,3,1,2,-2,4,-2,Friendly,Germany,1,1,0.44302,0.48214,Netherlands,0.48214,loser,Germany,Germany,Netherlands,Netherlands,2,Netherlands,Netherlands,Germany,Germany,loser,winner,1,3,-2,2,0.44302,0.48214
1781,1986,6,5,16,9,Denmark,home_team,1,0,1,-1,1,1,Friendly,Denmark,1,0,0.35473,0.63112,Denmark,0.35473,winner,Denmark,Denmark,Poland,Poland,1,Denmark,Denmark,Poland,Poland,winner,loser,1,0,1,-1,0.35473,0.63112
1781,1986,6,5,16,9,Poland,away_team,1,0,1,-1,1,-1,Friendly,Denmark,1,0,0.35473,0.63112,Poland,0.63112,loser,Denmark,Denmark,Poland,Poland,1,Poland,Poland,Denmark,Denmark,loser,winner,0,1,-1,1,0.35473,0.63112
1782,1986,6,5,17,9,Mexico,home_team,0,3,-3,3,3,-3,Friendly,United States,1,1,0.33685,0.68754,Mexico,0.33685,loser,Mexico,Mexico,England,England,3,Mexico,Mexico,England,England,loser,winner,0,3,-3,3,0.33685,0.68754
1782,1986,6,5,17,9,England,away_team,0,3,-3,3,3,3,Friendly,United States,1,1,0.33685,0.68754,England,0.68754,winner,Mexico,Mexico,England,England,3,England,England,Mexico,Mexico,winner,loser,3,0,3,-3,0.33685,0.68754
1783,1986,6,5,19,9,Canada,home_team,0,3,-3,3,3,-3,Friendly,Canada,0,0,0.25546,0.01747,Canada,0.25546,loser,Canada,Canada,Wales,Wales,3,Canada,Canada,Wales,Wales,loser,winner,0,3,-3,3,0.25546,0.01747
1783,1986,6,5,19,9,Wales,away_team,0,3,-3,3,3,3,Friendly,Canada,0,0,0.25546,0.01747,Wales,0.01747,winner,Canada,Canada,Wales,Wales,3,Wales,Wales,Canada,Canada,winner,loser,3,0,3,-3,0.25546,0.01747
1784,1986,6,5,24,9,Canada,home_team,0,1,-1,1,1,-1,Friendly,Canada,0,1,0.76194,0.19841,Canada,0.76194,loser,Canada,Canada,England,England,1,Canada,Canada,England,England,loser,winner,0,1,-1,1,0.76194,0.19841
1784,1986,6,5,24,9,England,away_team,0,1,-1,1,1,1,Friendly,Canada,0,1,0.76194,0.19841,England,0.19841,winner,Canada,Canada,England,England,1,England,England,Canada,Canada,winner,loser,1,0,1,-1,0.76194,0.19841
1785,1986,6,6,1,9,Canada,home_team,0,1,-1,1,1,-1,FIFA World Cup,Mexico,0,0,0.55967,0.25978,Canada,0.55967,loser,Canada,Canada,France,France,1,Canada,Canada,France,France,loser,winner,0,1,-1,1,0.55967,0.25978
1785,1986,6,6,1,9,France,away_team,0,1,-1,1,1,1,FIFA World Cup,Mexico,0,0,0.55967,0.25978,France,0.25978,winner,Canada,Canada,France,France,1,France,France,Canada,Canada,winner,loser,1,0,1,-1,0.55967,0.25978
1786,1986,6,6,1,9,Spain,home_team,0,1,-1,1,1,-1,FIFA World Cup,Mexico,1,0,0.59656,0.1174,Spain,0.59656,loser,Spain,Spain,Brazil,Brazil,1,Spain,Spain,Brazil,Brazil,loser,winner,0,1,-1,1,0.59656,0.1174
1786,1986,6,6,1,9,Brazil,away_team,0,1,-1,1,1,1,FIFA World Cup,Mexico,1,0,0.59656,0.1174,Brazil,0.1174,winner,Spain,Spain,Brazil,Brazil,1,Brazil,Brazil,Spain,Spain,winner,loser,1,0,1,-1,0.59656,0.1174
1787,1986,6,6,2,9,Argentina,home_team,3,1,2,-2,4,2,FIFA World Cup,Mexico,1,0,0.09312,0.9841,Argentina,0.09312,winner,Argentina,Argentina,South Korea,South_Korea,2,Argentina,Argentina,South Korea,South_Korea,winner,loser,3,1,2,-2,0.09312,0.9841
1787,1986,6,6,2,9,South Korea,away_team,3,1,2,-2,4,-2,FIFA World Cup,Mexico,1,0,0.09312,0.9841,South_Korea,0.9841,loser,Argentina,Argentina,South Korea,South_Korea,2,South Korea,South_Korea,Argentina,Argentina,loser,winner,1,3,-2,2,0.09312,0.9841
1788,1986,6,6,2,9,Morocco,home_team,0,0,0,0,0,0,FIFA World Cup,Mexico,0,0,0.66289,0.03544,Morocco,0.66289,draw,Morocco,Morocco,Poland,Poland,0,Morocco,Morocco,Poland,Poland,draw,draw,0,0,0,0,0.66289,0.03544
1788,1986,6,6,2,9,Poland,away_team,0,0,0,0,0,0,FIFA World Cup,Mexico,0,0,0.66289,0.03544,Poland,0.03544,draw,Morocco,Morocco,Poland,Poland,0,Poland,Poland,Morocco,Morocco,draw,draw,0,0,0,0,0.66289,0.03544
1789,1986,6,6,3,9,Mexico,home_team,2,1,1,-1,3,1,FIFA World Cup,Mexico,1,1,0.04758,0.11771,Mexico,0.04758,winner,Mexico,Mexico,Belgium,Belgium,1,Mexico,Mexico,Belgium,Belgium,winner,loser,2,1,1,-1,0.04758,0.11771
1789,1986,6,6,3,9,Belgium,away_team,2,1,1,-1,3,-1,FIFA World Cup,Mexico,1,1,0.04758,0.11771,Belgium,0.11771,loser,Mexico,Mexico,Belgium,Belgium,1,Belgium,Belgium,Mexico,Mexico,loser,winner,1,2,-1,1,0.04758,0.11771
1790,1986,6,6,3,9,Portugal,home_team,1,0,1,-1,1,1,FIFA World Cup,Mexico,1,1,0.70049,0.45575,Portugal,0.70049,winner,Portugal,Portugal,England,England,1,Portugal,Portugal,England,England,winner,loser,1,0,1,-1,0.70049,0.45575
1790,1986,6,6,3,9,England,away_team,1,0,1,-1,1,-1,FIFA World Cup,Mexico,1,1,0.70049,0.45575,England,0.45575,loser,Portugal,Portugal,England,England,1,England,England,Portugal,Portugal,loser,winner,0,1,-1,1,0.70049,0.45575
1791,1986,6,6,4,9,Uruguay,home_team,1,1,0,0,2,0,FIFA World Cup,Mexico,1,1,0.90179,0.87448,Uruguay,0.90179,draw,Uruguay,Uruguay,Germany,Germany,0,Uruguay,Uruguay,Germany,Germany,draw,draw,1,1,0,0,0.90179,0.87448
1791,1986,6,6,4,9,Germany,away_team,1,1,0,0,2,0,FIFA World Cup,Mexico,1,1,0.90179,0.87448,Germany,0.87448,draw,Uruguay,Uruguay,Germany,Germany,0,Germany,Germany,Uruguay,Uruguay,draw,draw,1,1,0,0,0.90179,0.87448
1792,1986,6,6,6,9,England,home_team,0,0,0,0,0,0,FIFA World Cup,Mexico,1,0,0.77135,0.19563,England,0.77135,draw,England,England,Morocco,Morocco,0,England,England,Morocco,Morocco,draw,draw,0,0,0,0,0.77135,0.19563
1792,1986,6,6,6,9,Morocco,away_team,0,0,0,0,0,0,FIFA World Cup,Mexico,1,0,0.77135,0.19563,Morocco,0.19563,draw,England,England,Morocco,Morocco,0,Morocco,Morocco,England,England,draw,draw,0,0,0,0,0.77135,0.19563
1793,1986,6,6,7,9,Poland,home_team,1,0,1,-1,1,1,FIFA World Cup,Mexico,0,1,0.40745,0.53913,Poland,0.40745,winner,Poland,Poland,Portugal,Portugal,1,Poland,Poland,Portugal,Portugal,winner,loser,1,0,1,-1,0.40745,0.53913
1793,1986,6,6,7,9,Portugal,away_team,1,0,1,-1,1,-1,FIFA World Cup,Mexico,0,1,0.40745,0.53913,Portugal,0.53913,loser,Poland,Poland,Portugal,Portugal,1,Portugal,Portugal,Poland,Poland,loser,winner,0,1,-1,1,0.40745,0.53913
1794,1986,6,6,8,9,Denmark,home_team,6,1,5,-5,7,5,FIFA World Cup,Mexico,1,1,0.19461,0.53935,Denmark,0.19461,winner,Denmark,Denmark,Uruguay,Uruguay,5,Denmark,Denmark,Uruguay,Uruguay,winner,loser,6,1,5,-5,0.19461,0.53935
1794,1986,6,6,8,9,Uruguay,away_team,6,1,5,-5,7,-5,FIFA World Cup,Mexico,1,1,0.19461,0.53935,Uruguay,0.53935,loser,Denmark,Denmark,Uruguay,Uruguay,5,Uruguay,Uruguay,Denmark,Denmark,loser,winner,1,6,-5,5,0.19461,0.53935
1795,1986,6,6,11,9,England,home_team,3,0,3,-3,3,3,FIFA World Cup,Mexico,1,0,0.78831,0.39314,England,0.78831,winner,England,England,Poland,Poland,3,England,England,Poland,Poland,winner,loser,3,0,3,-3,0.78831,0.39314
1795,1986,6,6,11,9,Poland,away_team,3,0,3,-3,3,-3,FIFA World Cup,Mexico,1,0,0.78831,0.39314,Poland,0.39314,loser,England,England,Poland,Poland,3,Poland,Poland,England,England,loser,winner,0,3,-3,3,0.78831,0.39314
1796,1986,6,6,11,9,Portugal,home_team,1,3,-2,2,4,-2,FIFA World Cup,Mexico,1,0,0.93917,0.21401,Portugal,0.93917,loser,Portugal,Portugal,Morocco,Morocco,2,Portugal,Portugal,Morocco,Morocco,loser,winner,1,3,-2,2,0.93917,0.21401
1796,1986,6,6,11,9,Morocco,away_team,1,3,-2,2,4,2,FIFA World Cup,Mexico,1,0,0.93917,0.21401,Morocco,0.21401,winner,Portugal,Portugal,Morocco,Morocco,2,Morocco,Morocco,Portugal,Portugal,winner,loser,3,1,2,-2,0.93917,0.21401
1797,1986,6,6,13,9,Denmark,home_team,2,0,2,-2,2,2,FIFA World Cup,Mexico,1,1,0.36514,0.77975,Denmark,0.36514,winner,Denmark,Denmark,Germany,Germany,2,Denmark,Denmark,Germany,Germany,winner,loser,2,0,2,-2,0.36514,0.77975
1797,1986,6,6,13,9,Germany,away_team,2,0,2,-2,2,-2,FIFA World Cup,Mexico,1,1,0.36514,0.77975,Germany,0.77975,loser,Denmark,Denmark,Germany,Germany,2,Germany,Germany,Denmark,Denmark,loser,winner,0,2,-2,2,0.36514,0.77975
1798,1986,6,6,16,9,Argentina,home_team,1,0,1,-1,1,1,FIFA World Cup,Mexico,1,1,0.05385,0.7195,Argentina,0.05385,winner,Argentina,Argentina,Uruguay,Uruguay,1,Argentina,Argentina,Uruguay,Uruguay,winner,loser,1,0,1,-1,0.05385,0.7195
1798,1986,6,6,16,9,Uruguay,away_team,1,0,1,-1,1,-1,FIFA World Cup,Mexico,1,1,0.05385,0.7195,Uruguay,0.7195,loser,Argentina,Argentina,Uruguay,Uruguay,1,Uruguay,Uruguay,Argentina,Argentina,loser,winner,0,1,-1,1,0.05385,0.7195
1799,1986,6,6,16,9,Brazil,home_team,4,0,4,-4,4,4,FIFA World Cup,Mexico,0,0,0.46391,0.4565,Brazil,0.46391,winner,Brazil,Brazil,Poland,Poland,4,Brazil,Brazil,Poland,Poland,winner,loser,4,0,4,-4,0.46391,0.4565
1799,1986,6,6,16,9,Poland,away_team,4,0,4,-4,4,-4,FIFA World Cup,Mexico,0,0,0.46391,0.4565,Poland,0.4565,loser,Brazil,Brazil,Poland,Poland,4,Poland,Poland,Brazil,Brazil,loser,winner,0,4,-4,4,0.46391,0.4565
1800,1986,6,6,17,9,Morocco,home_team,0,1,-1,1,1,-1,FIFA World Cup,Mexico,0,1,0.01279,0.88616,Morocco,0.01279,loser,Morocco,Morocco,Germany,Germany,1,Morocco,Morocco,Germany,Germany,loser,winner,0,1,-1,1,0.01279,0.88616
1800,1986,6,6,17,9,Germany,away_team,0,1,-1,1,1,1,FIFA World Cup,Mexico,0,1,0.01279,0.88616,Germany,0.88616,winner,Morocco,Morocco,Germany,Germany,1,Germany,Germany,Morocco,Morocco,winner,loser,1,0,1,-1,0.01279,0.88616
1801,1986,6,6,18,9,Denmark,home_team,1,5,-4,4,6,-4,FIFA World Cup,Mexico,1,1,0.85582,0.73168,Denmark,0.85582,loser,Denmark,Denmark,Spain,Spain,4,Denmark,Denmark,Spain,Spain,loser,winner,1,5,-4,4,0.85582,0.73168
1801,1986,6,6,18,9,Spain,away_team,1,5,-4,4,6,4,FIFA World Cup,Mexico,1,1,0.85582,0.73168,Spain,0.73168,winner,Denmark,Denmark,Spain,Spain,4,Spain,Spain,Denmark,Denmark,winner,loser,5,1,4,-4,0.85582,0.73168
1802,1986,6,6,21,9,Brazil,home_team,1,1,0,0,2,0,FIFA World Cup,Mexico,0,0,0.68057,0.07639,Brazil,0.68057,draw,Brazil,Brazil,France,France,0,Brazil,Brazil,France,France,draw,draw,1,1,0,0,0.68057,0.07639
1802,1986,6,6,21,9,France,away_team,1,1,0,0,2,0,FIFA World Cup,Mexico,0,0,0.68057,0.07639,France,0.07639,draw,Brazil,Brazil,France,France,0,France,France,Brazil,Brazil,draw,draw,1,1,0,0,0.68057,0.07639
1803,1986,6,6,21,9,Mexico,home_team,0,0,0,0,0,0,FIFA World Cup,Mexico,1,1,0.16643,0.03991,Mexico,0.16643,draw,Mexico,Mexico,Germany,Germany,0,Mexico,Mexico,Germany,Germany,draw,draw,0,0,0,0,0.16643,0.03991
1803,1986,6,6,21,9,Germany,away_team,0,0,0,0,0,0,FIFA World Cup,Mexico,1,1,0.16643,0.03991,Germany,0.03991,draw,Mexico,Mexico,Germany,Germany,0,Germany,Germany,Mexico,Mexico,draw,draw,0,0,0,0,0.16643,0.03991
1804,1986,6,6,22,9,Argentina,home_team,2,1,1,-1,3,1,FIFA World Cup,Mexico,1,1,0.24582,0.66961,Argentina,0.24582,winner,Argentina,Argentina,England,England,1,Argentina,Argentina,England,England,winner,loser,2,1,1,-1,0.24582,0.66961
1804,1986,6,6,22,9,England,away_team,2,1,1,-1,3,-1,FIFA World Cup,Mexico,1,1,0.24582,0.66961,England,0.66961,loser,Argentina,Argentina,England,England,1,England,England,Argentina,Argentina,loser,winner,1,2,-1,1,0.24582,0.66961
1805,1986,6,6,22,9,Spain,home_team,1,1,0,0,2,0,FIFA World Cup,Mexico,1,1,0.91321,0.84721,Spain,0.91321,draw,Spain,Spain,Belgium,Belgium,0,Spain,Spain,Belgium,Belgium,draw,draw,1,1,0,0,0.91321,0.84721
1805,1986,6,6,22,9,Belgium,away_team,1,1,0,0,2,0,FIFA World Cup,Mexico,1,1,0.91321,0.84721,Belgium,0.84721,draw,Spain,Spain,Belgium,Belgium,0,Belgium,Belgium,Spain,Spain,draw,draw,1,1,0,0,0.91321,0.84721
1806,1986,6,6,25,9,Argentina,home_team,2,0,2,-2,2,2,FIFA World Cup,Mexico,1,1,0.70072,0.47983,Argentina,0.70072,winner,Argentina,Argentina,Belgium,Belgium,2,Argentina,Argentina,Belgium,Belgium,winner,loser,2,0,2,-2,0.70072,0.47983
1806,1986,6,6,25,9,Belgium,away_team,2,0,2,-2,2,-2,FIFA World Cup,Mexico,1,1,0.70072,0.47983,Belgium,0.47983,loser,Argentina,Argentina,Belgium,Belgium,2,Belgium,Belgium,Argentina,Argentina,loser,winner,0,2,-2,2,0.70072,0.47983
1807,1986,6,6,25,9,France,home_team,0,2,-2,2,2,-2,FIFA World Cup,Mexico,0,1,0.29757,0.16248,France,0.29757,loser,France,France,Germany,Germany,2,France,France,Germany,Germany,loser,winner,0,2,-2,2,0.29757,0.16248
1807,1986,6,6,25,9,Germany,away_team,0,2,-2,2,2,2,FIFA World Cup,Mexico,0,1,0.29757,0.16248,Germany,0.16248,winner,France,France,Germany,Germany,2,Germany,Germany,France,France,winner,loser,2,0,2,-2,0.29757,0.16248
1808,1986,6,6,28,9,France,home_team,4,2,2,-2,6,2,FIFA World Cup,Mexico,0,1,0.79018,0.35638,France,0.79018,winner,France,France,Belgium,Belgium,2,France,France,Belgium,Belgium,winner,loser,4,2,2,-2,0.79018,0.35638
1808,1986,6,6,28,9,Belgium,away_team,4,2,2,-2,6,-2,FIFA World Cup,Mexico,0,1,0.79018,0.35638,Belgium,0.35638,loser,France,France,Belgium,Belgium,2,Belgium,Belgium,France,France,loser,winner,2,4,-2,2,0.79018,0.35638
1809,1986,6,6,29,9,Argentina,home_team,3,2,1,-1,5,1,FIFA World Cup,Mexico,1,1,0.40764,0.04224,Argentina,0.40764,winner,Argentina,Argentina,Germany,Germany,1,Argentina,Argentina,Germany,Germany,winner,loser,3,2,1,-1,0.40764,0.04224
1809,1986,6,6,29,9,Germany,away_team,3,2,1,-1,5,-1,FIFA World Cup,Mexico,1,1,0.40764,0.04224,Germany,0.04224,loser,Argentina,Argentina,Germany,Germany,1,Germany,Germany,Argentina,Argentina,loser,winner,2,3,-1,1,0.40764,0.04224
1810,1986,6,8,19,9,Switzerland,home_team,2,0,2,-2,2,2,Friendly,Switzerland,0,0,0.96598,0.21475,Switzerland,0.96598,winner,Switzerland,Switzerland,France,France,2,Switzerland,Switzerland,France,France,winner,loser,2,0,2,-2,0.96598,0.21475
1810,1986,6,8,19,9,France,away_team,2,0,2,-2,2,-2,Friendly,Switzerland,0,0,0.96598,0.21475,France,0.21475,loser,Switzerland,Switzerland,France,France,2,France,France,Switzerland,Switzerland,loser,winner,0,2,-2,2,0.96598,0.21475
1811,1986,6,9,24,9,Denmark,home_team,0,2,-2,2,2,-2,Friendly,Denmark,1,1,0.39027,0.45224,Denmark,0.39027,loser,Denmark,Denmark,Germany,Germany,2,Denmark,Denmark,Germany,Germany,loser,winner,0,2,-2,2,0.39027,0.45224
1811,1986,6,9,24,9,Germany,away_team,0,2,-2,2,2,2,Friendly,Denmark,1,1,0.39027,0.45224,Germany,0.45224,winner,Denmark,Denmark,Germany,Germany,2,Germany,Germany,Denmark,Denmark,winner,loser,2,0,2,-2,0.39027,0.45224
1812,1986,6,10,15,9,Germany,home_team,2,2,0,0,4,0,Friendly,Germany,1,1,0.05933,0.08106,Germany,0.05933,draw,Germany,Germany,Spain,Spain,0,Germany,Germany,Spain,Spain,draw,draw,2,2,0,0,0.05933,0.08106
1812,1986,6,10,15,9,Spain,away_team,2,2,0,0,4,0,Friendly,Germany,1,1,0.05933,0.08106,Spain,0.08106,draw,Germany,Germany,Spain,Spain,0,Spain,Spain,Germany,Germany,draw,draw,2,2,0,0,0.05933,0.08106
1813,1986,6,10,29,9,Switzerland,home_team,1,1,0,0,2,0,UEFA Euro qualification,Switzerland,0,1,0.67357,0.37232,Switzerland,0.67357,draw,Switzerland,Switzerland,Portugal,Portugal,0,Switzerland,Switzerland,Portugal,Portugal,draw,draw,1,1,0,0,0.67357,0.37232
1813,1986,6,10,29,9,Portugal,away_team,1,1,0,0,2,0,UEFA Euro qualification,Switzerland,0,1,0.67357,0.37232,Portugal,0.37232,draw,Switzerland,Switzerland,Portugal,Portugal,0,Portugal,Portugal,Switzerland,Switzerland,draw,draw,1,1,0,0,0.67357,0.37232
1814,1986,6,11,19,9,Netherlands,home_team,0,0,0,0,0,0,UEFA Euro qualification,Netherlands,1,0,0.3729,0.89786,Netherlands,0.3729,draw,Netherlands,Netherlands,Poland,Poland,0,Netherlands,Netherlands,Poland,Poland,draw,draw,0,0,0,0,0.3729,0.89786
1814,1986,6,11,19,9,Poland,away_team,0,0,0,0,0,0,UEFA Euro qualification,Netherlands,1,0,0.3729,0.89786,Poland,0.89786,draw,Netherlands,Netherlands,Poland,Poland,0,Poland,Poland,Netherlands,Netherlands,draw,draw,0,0,0,0,0.3729,0.89786
1815,1987,7,1,21,9,Spain,home_team,1,1,0,0,2,0,Friendly,Spain,1,1,0.73184,0.39812,Spain,0.73184,draw,Spain,Spain,Netherlands,Netherlands,0,Spain,Spain,Netherlands,Netherlands,draw,draw,1,1,0,0,0.73184,0.39812
1815,1987,7,1,21,9,Netherlands,away_team,1,1,0,0,2,0,Friendly,Spain,1,1,0.73184,0.39812,Netherlands,0.39812,draw,Spain,Spain,Netherlands,Netherlands,0,Netherlands,Netherlands,Spain,Spain,draw,draw,1,1,0,0,0.73184,0.39812
