serial,date,year,year_n,month,day,decade,team,team_ar,status,home_score,away_score,home_result,away_result,total_goals,result,tournament,tournament_ar,city,country,country_ar,home_group,away_group,home_random,away_random,team_txt,random,result_desc,home_team,home_team_ar,home_team_txt,away_team,away_team_ar,away_team_txt,size,team_a,team_a_ar,team_a_txt,team_b,team_b_ar,team_b_txt,result_desc_a,result_desc_b,score_a,score_b,result_a,result_b,random_a,random_b
36,21/03/1909,1909,9,3,21,1,Netherlands,هولندا,away_team,1,4,-3,3,5,3,Friendly,مباراة ودية,Antwerp,Belgium,بلجيكا,1,1,0.79134,0.22508,Netherlands,0.22508,winner,Belgium,بلجيكا,Belgium,Netherlands,هولندا,Netherlands,3,Netherlands,هولندا,Netherlands,Belgium,بلجيكا,Belgium,winner,loser,4,1,3,-3,0.79134,0.22508
37,04/04/1909,1909,9,4,4,1,Germany,ألمانيا,home_team,1,0,1,-1,1,1,Friendly,مباراة ودية,Karlsruhe,Germany,ألمانيا,1,0,0.89395,0.46182,Germany,0.89395,winner,Germany,ألمانيا,Germany,Switzerland,سويسرا,Switzerland,1,Germany,ألمانيا,Germany,Switzerland,سويسرا,Switzerland,winner,loser,1,0,1,-1,0.89395,0.46182
37,04/04/1909,1909,9,4,4,1,Switzerland,سويسرا,away_team,1,0,1,-1,1,-1,Friendly,مباراة ودية,Karlsruhe,Germany,ألمانيا,1,0,0.89395,0.46182,Switzerland,0.46182,loser,Germany,ألمانيا,Germany,Switzerland,سويسرا,Switzerland,1,Switzerland,سويسرا,Switzerland,Germany,ألمانيا,Germany,loser,winner,0,1,-1,1,0.89395,0.46182
38,25/04/1909,1909,9,4,25,1,Netherlands,هولندا,home_team,4,1,3,-3,5,3,Friendly,مباراة ودية,Rotterdam,Netherlands,هولندا,1,1,0.50579,0.89458,Netherlands,0.50579,winner,Netherlands,هولندا,Netherlands,Belgium,بلجيكا,Belgium,3,Netherlands,هولندا,Netherlands,Belgium,بلجيكا,Belgium,winner,loser,4,1,3,-3,0.50579,0.89458
38,25/04/1909,1909,9,4,25,1,Belgium,بلجيكا,away_team,4,1,3,-3,5,-3,Friendly,مباراة ودية,Rotterdam,Netherlands,هولندا,1,1,0.50579,0.89458,Belgium,0.89458,loser,Netherlands,هولندا,Netherlands,Belgium,بلجيكا,Belgium,3,Belgium,بلجيكا,Belgium,Netherlands,هولندا,Netherlands,loser,winner,1,4,-3,3,0.50579,0.89458
39,09/05/1909,1909,9,5,9,1,Belgium,بلجيكا,home_team,5,2,3,-3,7,3,Friendly,مباراة ودية,Brussels,Belgium,بلجيكا,1,0,0.83698,0.43885,Belgium,0.83698,winner,Belgium,بلجيكا,Belgium,France,فرنسا,France,3,Belgium,بلجيكا,Belgium,France,فرنسا,France,winner,loser,5,2,3,-3,0.83698,0.43885
39,09/05/1909,1909,9,5,9,1,France,فرنسا,away_team,5,2,3,-3,7,-3,Friendly,مباراة ودية,Brussels,Belgium,بلجيكا,1,0,0.83698,0.43885,France,0.43885,loser,Belgium,بلجيكا,Belgium,France,فرنسا,France,3,France,فرنسا,France,Belgium,بلجيكا,Belgium,loser,winner,2,5,-3,3,0.83698,0.43885
40,15/08/1909,1909,9,8,15,1,Argentina,الأرجنتين,home_team,2,1,1,-1,3,1,Copa Lipton, كأس ليبتون,Buenos Aires,Argentina,الأرجنتين,1,1,0.67799,0.30068,Argentina,0.67799,winner,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,1,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,winner,loser,2,1,1,-1,0.67799,0.30068
40,15/08/1909,1909,9,8,15,1,Uruguay,أوروغواي,away_team,2,1,1,-1,3,-1,Copa Lipton, كأس ليبتون,Buenos Aires,Argentina,الأرجنتين,1,1,0.67799,0.30068,Uruguay,0.30068,loser,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,1,Uruguay,أوروغواي,Uruguay,Argentina,الأرجنتين,Argentina,loser,winner,1,2,-1,1,0.67799,0.30068
41,19/09/1909,1909,9,9,19,1,Uruguay,أوروغواي,home_team,2,2,0,0,4,0,Copa Newton,كأس نيوتن,Montevideo,Uruguay,أوروغواي,1,1,0.08252,0.35677,Uruguay,0.08252,draw,Uruguay,أوروغواي,Uruguay,Argentina,الأرجنتين,Argentina,0,Uruguay,أوروغواي,Uruguay,Argentina,الأرجنتين,Argentina,draw,draw,2,2,0,0,0.08252,0.35677
41,19/09/1909,1909,9,9,19,1,Argentina,الأرجنتين,away_team,2,2,0,0,4,0,Copa Newton,كأس نيوتن,Montevideo,Uruguay,أوروغواي,1,1,0.08252,0.35677,Argentina,0.35677,draw,Uruguay,أوروغواي,Uruguay,Argentina,الأرجنتين,Argentina,0,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,draw,draw,2,2,0,0,0.08252,0.35677
42,10/10/1909,1909,9,10,10,1,Argentina,الأرجنتين,home_team,3,1,2,-2,4,2,Copa Premio Honor Argentino, كأس الأرجنتين الفخرية,Buenos Aires,Argentina,الأرجنتين,1,1,0.62124,0.98967,Argentina,0.62124,winner,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,2,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,winner,loser,3,1,2,-2,0.62124,0.98967
42,10/10/1909,1909,9,10,10,1,Uruguay,أوروغواي,away_team,3,1,2,-2,4,-2,Copa Premio Honor Argentino, كأس الأرجنتين الفخرية,Buenos Aires,Argentina,الأرجنتين,1,1,0.62124,0.98967,Uruguay,0.98967,loser,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,2,Uruguay,أوروغواي,Uruguay,Argentina,الأرجنتين,Argentina,loser,winner,1,3,-2,2,0.62124,0.98967
43,13/03/1910,1910,0,3,13,2,Belgium,بلجيكا,home_team,3,2,1,-1,5,1,Friendly,مباراة ودية,Antwerp,Belgium,بلجيكا,1,1,0.48635,0.27383,Belgium,0.48635,winner,Belgium,بلجيكا,Belgium,Netherlands,هولندا,Netherlands,1,Belgium,بلجيكا,Belgium,Netherlands,هولندا,Netherlands,winner,loser,3,2,1,-1,0.48635,0.27383
43,13/03/1910,1910,0,3,13,2,Netherlands,هولندا,away_team,3,2,1,-1,5,-1,Friendly,مباراة ودية,Antwerp,Belgium,بلجيكا,1,1,0.48635,0.27383,Netherlands,0.27383,loser,Belgium,بلجيكا,Belgium,Netherlands,هولندا,Netherlands,1,Netherlands,هولندا,Netherlands,Belgium,بلجيكا,Belgium,loser,winner,2,3,-1,1,0.48635,0.27383
44,14/03/1910,1910,0,3,14,2,Wales,ويلز,home_team,0,1,-1,1,1,-1,British Championship, البطولة البريطانية,Cardiff,Wales,ويلز,0,1,0.33941,0.54379,Wales,0.33941,loser,Wales,ويلز,Wales,England,إنجلترا,England,1,Wales,ويلز,Wales,England,إنجلترا,England,loser,winner,0,1,-1,1,0.33941,0.54379
44,14/03/1910,1910,0,3,14,2,England,إنجلترا,away_team,0,1,-1,1,1,1,British Championship, البطولة البريطانية,Cardiff,Wales,ويلز,0,1,0.33941,0.54379,England,0.54379,winner,Wales,ويلز,Wales,England,إنجلترا,England,1,England,إنجلترا,England,Wales,ويلز,Wales,winner,loser,1,0,1,-1,0.33941,0.54379
45,03/04/1910,1910,0,4,3,2,France,فرنسا,home_team,0,4,-4,4,4,-4,Friendly,مباراة ودية,Gentilly,France,فرنسا,0,1,0.87944,0.51288,France,0.87944,loser,France,فرنسا,France,Belgium,بلجيكا,Belgium,4,France,فرنسا,France,Belgium,بلجيكا,Belgium,loser,winner,0,4,-4,4,0.87944,0.51288
45,03/04/1910,1910,0,4,3,2,Belgium,بلجيكا,away_team,0,4,-4,4,4,4,Friendly,مباراة ودية,Gentilly,France,فرنسا,0,1,0.87944,0.51288,Belgium,0.51288,winner,France,فرنسا,France,Belgium,بلجيكا,Belgium,4,Belgium,بلجيكا,Belgium,France,فرنسا,France,winner,loser,4,0,4,-4,0.87944,0.51288
46,03/04/1910,1910,0,4,3,2,Switzerland,سويسرا,home_team,2,3,-1,1,5,-1,Friendly,مباراة ودية,Basel,Switzerland,سويسرا,0,1,0.46403,0.0186,Switzerland,0.46403,loser,Switzerland,سويسرا,Switzerland,Germany,ألمانيا,Germany,1,Switzerland,سويسرا,Switzerland,Germany,ألمانيا,Germany,loser,winner,2,3,-1,1,0.46403,0.0186
46,03/04/1910,1910,0,4,3,2,Germany,ألمانيا,away_team,2,3,-1,1,5,1,Friendly,مباراة ودية,Basel,Switzerland,سويسرا,0,1,0.46403,0.0186,Germany,0.0186,winner,Switzerland,سويسرا,Switzerland,Germany,ألمانيا,Germany,1,Germany,ألمانيا,Germany,Switzerland,سويسرا,Switzerland,winner,loser,3,2,1,-1,0.46403,0.0186
47,10/04/1910,1910,0,4,10,2,Netherlands,هولندا,home_team,7,0,7,-7,7,7,Friendly,مباراة ودية,Haarlem,Netherlands,هولندا,1,1,0.46759,0.99983,Netherlands,0.46759,winner,Netherlands,هولندا,Netherlands,Belgium,بلجيكا,Belgium,7,Netherlands,هولندا,Netherlands,Belgium,بلجيكا,Belgium,winner,loser,7,0,7,-7,0.46759,0.99983
47,10/04/1910,1910,0,4,10,2,Belgium,بلجيكا,away_team,7,0,7,-7,7,-7,Friendly,مباراة ودية,Haarlem,Netherlands,هولندا,1,1,0.46759,0.99983,Belgium,0.99983,loser,Netherlands,هولندا,Netherlands,Belgium,بلجيكا,Belgium,7,Belgium,بلجيكا,Belgium,Netherlands,هولندا,Netherlands,loser,winner,0,7,-7,7,0.46759,0.99983
48,24/04/1910,1910,0,4,24,2,Netherlands,هولندا,home_team,4,2,2,-2,6,2,Friendly,مباراة ودية,Arnhem,Netherlands,هولندا,1,1,0.5148,0.03713,Netherlands,0.5148,winner,Netherlands,هولندا,Netherlands,Germany,ألمانيا,Germany,2,Netherlands,هولندا,Netherlands,Germany,ألمانيا,Germany,winner,loser,4,2,2,-2,0.5148,0.03713
48,24/04/1910,1910,0,4,24,2,Germany,ألمانيا,away_team,4,2,2,-2,6,-2,Friendly,مباراة ودية,Arnhem,Netherlands,هولندا,1,1,0.5148,0.03713,Germany,0.03713,loser,Netherlands,هولندا,Netherlands,Germany,ألمانيا,Germany,2,Germany,ألمانيا,Germany,Netherlands,هولندا,Netherlands,loser,winner,2,4,-2,2,0.5148,0.03713
49,16/05/1910,1910,0,5,16,2,Germany,ألمانيا,home_team,0,3,-3,3,3,-3,Friendly,مباراة ودية,Duisburg,Germany,ألمانيا,1,1,0.33764,0.80464,Germany,0.33764,loser,Germany,ألمانيا,Germany,Belgium,بلجيكا,Belgium,3,Germany,ألمانيا,Germany,Belgium,بلجيكا,Belgium,loser,winner,0,3,-3,3,0.33764,0.80464
49,16/05/1910,1910,0,5,16,2,Belgium,بلجيكا,away_team,0,3,-3,3,3,3,Friendly,مباراة ودية,Duisburg,Germany,ألمانيا,1,1,0.33764,0.80464,Belgium,0.80464,winner,Germany,ألمانيا,Germany,Belgium,بلجيكا,Belgium,3,Belgium,بلجيكا,Belgium,Germany,ألمانيا,Germany,winner,loser,3,0,3,-3,0.33764,0.80464
50,12/06/1910,1910,0,6,12,2,Argentina,الأرجنتين,home_team,4,1,3,-3,5,3,Friendly,مباراة ودية,Buenos Aires,Argentina,الأرجنتين,1,1,0.95692,0.1765,Argentina,0.95692,winner,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,3,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,winner,loser,4,1,3,-3,0.95692,0.1765
50,12/06/1910,1910,0,6,12,2,Uruguay,أوروغواي,away_team,4,1,3,-3,5,-3,Friendly,مباراة ودية,Buenos Aires,Argentina,الأرجنتين,1,1,0.95692,0.1765,Uruguay,0.1765,loser,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,3,Uruguay,أوروغواي,Uruguay,Argentina,الأرجنتين,Argentina,loser,winner,1,4,-3,3,0.95692,0.1765
51,15/08/1910,1910,0,8,15,2,Uruguay,أوروغواي,home_team,3,1,2,-2,4,2,Copa Lipton, كأس ليبتون,Montevideo,Uruguay,أوروغواي,1,1,0.43194,0.86995,Uruguay,0.43194,winner,Uruguay,أوروغواي,Uruguay,Argentina,الأرجنتين,Argentina,2,Uruguay,أوروغواي,Uruguay,Argentina,الأرجنتين,Argentina,winner,loser,3,1,2,-2,0.43194,0.86995
51,15/08/1910,1910,0,8,15,2,Argentina,الأرجنتين,away_team,3,1,2,-2,4,-2,Copa Lipton, كأس ليبتون,Montevideo,Uruguay,أوروغواي,1,1,0.43194,0.86995,Argentina,0.86995,loser,Uruguay,أوروغواي,Uruguay,Argentina,الأرجنتين,Argentina,2,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,loser,winner,1,3,-2,2,0.43194,0.86995
52,16/10/1910,1910,0,10,16,2,Germany,ألمانيا,home_team,1,2,-1,1,3,-1,Friendly,مباراة ودية,Kleve,Germany,ألمانيا,1,1,0.09849,0.65734,Germany,0.09849,loser,Germany,ألمانيا,Germany,Netherlands,هولندا,Netherlands,1,Germany,ألمانيا,Germany,Netherlands,هولندا,Netherlands,loser,winner,1,2,-1,1,0.09849,0.65734
52,16/10/1910,1910,0,10,16,2,Netherlands,هولندا,away_team,1,2,-1,1,3,1,Friendly,مباراة ودية,Kleve,Germany,ألمانيا,1,1,0.09849,0.65734,Netherlands,0.65734,winner,Germany,ألمانيا,Germany,Netherlands,هولندا,Netherlands,1,Netherlands,هولندا,Netherlands,Germany,ألمانيا,Germany,winner,loser,2,1,1,-1,0.09849,0.65734
53,13/11/1910,1910,0,11,13,2,Argentina,الأرجنتين,home_team,1,1,0,0,2,0,Copa Premio Honor Argentino, كأس الأرجنتين الفخرية,Buenos Aires,Argentina,الأرجنتين,1,1,0.86691,0.3122,Argentina,0.86691,draw,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,0,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,draw,draw,1,1,0,0,0.86691,0.3122
53,13/11/1910,1910,0,11,13,2,Uruguay,أوروغواي,away_team,1,1,0,0,2,0,Copa Premio Honor Argentino, كأس الأرجنتين الفخرية,Buenos Aires,Argentina,الأرجنتين,1,1,0.86691,0.3122,Uruguay,0.3122,draw,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,0,Uruguay,أوروغواي,Uruguay,Argentina,الأرجنتين,Argentina,draw,draw,1,1,0,0,0.86691,0.3122
54,27/11/1910,1910,0,11,27,2,Argentina,الأرجنتين,home_team,2,6,-4,4,8,-4,Copa Premio Honor Argentino, كأس الأرجنتين الفخرية,Buenos Aires,Argentina,الأرجنتين,1,1,0.18399,0.97656,Argentina,0.18399,loser,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,4,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,loser,winner,2,6,-4,4,0.18399,0.97656
54,27/11/1910,1910,0,11,27,2,Uruguay,أوروغواي,away_team,2,6,-4,4,8,4,Copa Premio Honor Argentino, كأس الأرجنتين الفخرية,Buenos Aires,Argentina,الأرجنتين,1,1,0.18399,0.97656,Uruguay,0.97656,winner,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,4,Uruguay,أوروغواي,Uruguay,Argentina,الأرجنتين,Argentina,winner,loser,6,2,4,-4,0.18399,0.97656
55,13/03/1911,1911,1,3,13,2,England,إنجلترا,home_team,3,0,3,-3,3,3,British Championship, البطولة البريطانية,London,England,إنجلترا,1,0,0.71792,0.08493,England,0.71792,winner,England,إنجلترا,England,Wales,ويلز,Wales,3,England,إنجلترا,England,Wales,ويلز,Wales,winner,loser,3,0,3,-3,0.71792,0.08493
55,13/03/1911,1911,1,3,13,2,Wales,ويلز,away_team,3,0,3,-3,3,-3,British Championship, البطولة البريطانية,London,England,إنجلترا,1,0,0.71792,0.08493,Wales,0.08493,loser,England,إنجلترا,England,Wales,ويلز,Wales,3,Wales,ويلز,Wales,England,إنجلترا,England,loser,winner,0,3,-3,3,0.71792,0.08493
56,19/03/1911,1911,1,3,19,2,Belgium,بلجيكا,home_team,1,5,-4,4,6,-4,Friendly,مباراة ودية,Antwerp,Belgium,بلجيكا,1,1,0.7103,0.06806,Belgium,0.7103,loser,Belgium,بلجيكا,Belgium,Netherlands,هولندا,Netherlands,4,Belgium,بلجيكا,Belgium,Netherlands,هولندا,Netherlands,loser,winner,1,5,-4,4,0.7103,0.06806
56,19/03/1911,1911,1,3,19,2,Netherlands,هولندا,away_team,1,5,-4,4,6,4,Friendly,مباراة ودية,Antwerp,Belgium,بلجيكا,1,1,0.7103,0.06806,Netherlands,0.06806,winner,Belgium,بلجيكا,Belgium,Netherlands,هولندا,Netherlands,4,Netherlands,هولندا,Netherlands,Belgium,بلجيكا,Belgium,winner,loser,5,1,4,-4,0.7103,0.06806
57,26/03/1911,1911,1,3,26,2,Germany,ألمانيا,home_team,6,2,4,-4,8,4,Friendly,مباراة ودية,Stuttgart,Germany,ألمانيا,1,0,0.9369,0.64427,Germany,0.9369,winner,Germany,ألمانيا,Germany,Switzerland,سويسرا,Switzerland,4,Germany,ألمانيا,Germany,Switzerland,سويسرا,Switzerland,winner,loser,6,2,4,-4,0.9369,0.64427
57,26/03/1911,1911,1,3,26,2,Switzerland,سويسرا,away_team,6,2,4,-4,8,-4,Friendly,مباراة ودية,Stuttgart,Germany,ألمانيا,1,0,0.9369,0.64427,Switzerland,0.64427,loser,Germany,ألمانيا,Germany,Switzerland,سويسرا,Switzerland,4,Switzerland,سويسرا,Switzerland,Germany,ألمانيا,Germany,loser,winner,2,6,-4,4,0.9369,0.64427
58,02/04/1911,1911,1,4,2,2,Netherlands,هولندا,home_team,3,1,2,-2,4,2,Friendly,مباراة ودية,Dordrecht,Netherlands,هولندا,1,1,0.87005,0.21851,Netherlands,0.87005,winner,Netherlands,هولندا,Netherlands,Belgium,بلجيكا,Belgium,2,Netherlands,هولندا,Netherlands,Belgium,بلجيكا,Belgium,winner,loser,3,1,2,-2,0.87005,0.21851
58,02/04/1911,1911,1,4,2,2,Belgium,بلجيكا,away_team,3,1,2,-2,4,-2,Friendly,مباراة ودية,Dordrecht,Netherlands,هولندا,1,1,0.87005,0.21851,Belgium,0.21851,loser,Netherlands,هولندا,Netherlands,Belgium,بلجيكا,Belgium,2,Belgium,بلجيكا,Belgium,Netherlands,هولندا,Netherlands,loser,winner,1,3,-2,2,0.87005,0.21851
59,23/04/1911,1911,1,4,23,2,Belgium,بلجيكا,home_team,2,1,1,-1,3,1,Friendly,مباراة ودية,Li√®ge,Belgium,بلجيكا,1,1,0.1138,0.2065,Belgium,0.1138,winner,Belgium,بلجيكا,Belgium,Germany,ألمانيا,Germany,1,Belgium,بلجيكا,Belgium,Germany,ألمانيا,Germany,winner,loser,2,1,1,-1,0.1138,0.2065
59,23/04/1911,1911,1,4,23,2,Germany,ألمانيا,away_team,2,1,1,-1,3,-1,Friendly,مباراة ودية,Li√®ge,Belgium,بلجيكا,1,1,0.1138,0.2065,Germany,0.2065,loser,Belgium,بلجيكا,Belgium,Germany,ألمانيا,Germany,1,Germany,ألمانيا,Germany,Belgium,بلجيكا,Belgium,loser,winner,1,2,-1,1,0.1138,0.2065
60,23/04/1911,1911,1,4,23,2,Switzerland,سويسرا,home_team,5,2,3,-3,7,3,Friendly,مباراة ودية,Geneva,Switzerland,سويسرا,0,0,0.33022,0.30438,Switzerland,0.33022,winner,Switzerland,سويسرا,Switzerland,France,فرنسا,France,3,Switzerland,سويسرا,Switzerland,France,فرنسا,France,winner,loser,5,2,3,-3,0.33022,0.30438
60,23/04/1911,1911,1,4,23,2,France,فرنسا,away_team,5,2,3,-3,7,-3,Friendly,مباراة ودية,Geneva,Switzerland,سويسرا,0,0,0.33022,0.30438,France,0.30438,loser,Switzerland,سويسرا,Switzerland,France,فرنسا,France,3,France,فرنسا,France,Switzerland,سويسرا,Switzerland,loser,winner,2,5,-3,3,0.33022,0.30438
61,30/04/1911,1911,1,4,30,2,Belgium,بلجيكا,home_team,7,1,6,-6,8,6,Friendly,مباراة ودية,Uccle,Belgium,بلجيكا,1,0,1.80E-04,0.38251,Belgium,1.80E-04,winner,Belgium,بلجيكا,Belgium,France,فرنسا,France,6,Belgium,بلجيكا,Belgium,France,فرنسا,France,winner,loser,7,1,6,-6,1.80E-04,0.38251
61,30/04/1911,1911,1,4,30,2,France,فرنسا,away_team,7,1,6,-6,8,-6,Friendly,مباراة ودية,Uccle,Belgium,بلجيكا,1,0,1.80E-04,0.38251,France,0.38251,loser,Belgium,بلجيكا,Belgium,France,فرنسا,France,6,France,فرنسا,France,Belgium,بلجيكا,Belgium,loser,winner,1,7,-6,6,1.80E-04,0.38251
62,15/08/1911,1911,1,8,15,2,Argentina,الأرجنتين,home_team,0,2,-2,2,2,-2,Copa Lipton, كأس ليبتون,Buenos Aires,Argentina,الأرجنتين,1,1,0.83843,0.26518,Argentina,0.83843,loser,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,2,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,loser,winner,0,2,-2,2,0.83843,0.26518
62,15/08/1911,1911,1,8,15,2,Uruguay,أوروغواي,away_team,0,2,-2,2,2,2,Copa Lipton, كأس ليبتون,Buenos Aires,Argentina,الأرجنتين,1,1,0.83843,0.26518,Uruguay,0.26518,winner,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,2,Uruguay,أوروغواي,Uruguay,Argentina,الأرجنتين,Argentina,winner,loser,2,0,2,-2,0.83843,0.26518
63,17/09/1911,1911,1,9,17,2,Uruguay,أوروغواي,home_team,2,3,-1,1,5,-1,Copa Newton,كأس نيوتن,Montevideo,Uruguay,أوروغواي,1,1,0.13662,0.25993,Uruguay,0.13662,loser,Uruguay,أوروغواي,Uruguay,Argentina,الأرجنتين,Argentina,1,Uruguay,أوروغواي,Uruguay,Argentina,الأرجنتين,Argentina,loser,winner,2,3,-1,1,0.13662,0.25993
63,17/09/1911,1911,1,9,17,2,Argentina,الأرجنتين,away_team,2,3,-1,1,5,1,Copa Newton,كأس نيوتن,Montevideo,Uruguay,أوروغواي,1,1,0.13662,0.25993,Argentina,0.25993,winner,Uruguay,أوروغواي,Uruguay,Argentina,الأرجنتين,Argentina,1,Argentina,الأرجنتين,Argentina,Uruguay,أوروغواي,Uruguay,winner,loser,3,2,1,-1,0.13662,0.25993
